mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,target
33.96620559692383,2.227962017059326,7.8268208503723145,7.83513069152832,3.6536126136779785,1.5589725971221924,6.190658092498779,-3.283748149871826,0.9876610040664673,4.699027061462402,1.7154130935668945,-0.32389768958091736,1
70.97710418701172,13.009256362915039,-1.6276657581329346,12.498672485351562,6.344933986663818,13.815664291381836,11.276206970214844,4.167428970336914,1.4098869562149048,1.7183055877685547,4.9897918701171875,-1.0666667222976685,1
57.55572509765625,1.295296311378479,10.261774063110352,20.817108154296875,3.9143617153167725,12.617318153381348,13.51694393157959,8.767370223999023,5.806089878082275,2.8740322589874268,4.8456501960754395,-2.6964030265808105,1
54.171085357666016,3.0667858123779297,1.320852279663086,7.181756019592285,-15.445483207702637,-2.2072348594665527,3.17710018157959,-0.45326000452041626,-1.7324947118759155,-1.415979027748108,-2.0269434452056885,-3.218127489089966,1
38.64009094238281,6.931097507476807,10.090888023376465,12.128504753112793,0.7929906249046326,13.083213806152344,6.7397356033325195,2.5959889888763428,-2.93353009223938,-2.6967132091522217,9.039210319519043,-0.7778615355491638,1
70.38959503173828,14.659472465515137,17.436721801757812,7.9992218017578125,3.775693416595459,11.263107299804688,7.199016094207764,-1.7839237451553345,-8.273655891418457,-0.7442923188209534,3.706988573074341,-4.65474796295166,1
64.96956634521484,-4.3005523681640625,9.945013046264648,6.523836135864258,12.472799301147461,14.482234954833984,13.524658203125,4.743685722351074,-2.2173337936401367,0.9839429259300232,7.298800468444824,-1.2621500492095947,1
59.00837707519531,-5.712556838989258,0.31659287214279175,8.478981018066406,-0.5179904103279114,9.133193969726562,7.375031471252441,1.338710904121399,-5.462558746337891,-4.7007341384887695,4.180765151977539,-1.2339568138122559,1
61.217037200927734,-13.892989158630371,18.932594299316406,13.989448547363281,8.429688453674316,13.58404541015625,9.42116928100586,3.24702525138855,-8.862225532531738,9.293957710266113,4.989282131195068,-6.101345062255859,1
37.2430534362793,2.5414581298828125,-0.7980954647064209,14.311662673950195,-0.12504827976226807,5.503730297088623,9.814011573791504,2.452888250350952,3.2425615787506104,3.049201726913452,5.36519193649292,1.3997703790664673,1
50.99323272705078,11.986273765563965,-1.215035319328308,7.736027717590332,-5.6952595710754395,8.623494148254395,12.331355094909668,-1.3711881637573242,7.059441089630127,4.753735065460205,2.87627911567688,4.293525218963623,1
50.26173400878906,14.40664005279541,-6.574426174163818,3.458022117614746,-8.25313663482666,2.0396103858947754,9.855731964111328,-2.1085364818573,-0.5513184070587158,4.03672981262207,-1.6675337553024292,1.1462082862854004,1
49.28087615966797,15.350378036499023,13.740402221679688,9.635910034179688,-0.18970482051372528,10.764470100402832,12.330976486206055,4.076404571533203,1.963947057723999,3.383537769317627,3.212649345397949,1.1247490644454956,1
42.09956741333008,15.710997581481934,4.811180114746094,13.29027271270752,-4.611389636993408,9.742058753967285,7.656393527984619,9.035967826843262,1.4393101930618286,4.04401159286499,5.439258575439453,-0.9966211915016174,1
26.677658081054688,-13.148543357849121,9.120491027832031,14.99750804901123,2.739536762237549,10.109899520874023,6.893761157989502,5.820087432861328,5.505369663238525,4.919183254241943,5.476734161376953,-0.06626272946596146,1
66.87432098388672,4.295007228851318,-2.9361307621002197,13.883428573608398,1.3476256132125854,6.795294284820557,14.396431922912598,3.8396151065826416,1.3301475048065186,2.897780179977417,0.7385372519493103,-0.5653245449066162,1
48.7430305480957,-6.565885066986084,1.234942078590393,9.239485740661621,-11.91091251373291,3.661559581756592,10.236138343811035,2.8414478302001953,1.690968632698059,4.423701763153076,2.6147334575653076,-1.077386498451233,1
66.00318908691406,-10.681873321533203,-0.08414976298809052,12.381368637084961,-21.762409210205078,-0.12219639867544174,13.582942008972168,-2.313528060913086,4.942558765411377,1.8886208534240723,1.6729621887207031,-2.6081600189208984,1
45.663307189941406,3.056891679763794,18.054794311523438,8.697677612304688,-3.8458433151245117,1.176881194114685,7.973156452178955,-5.883491516113281,-1.648292064666748,5.406708717346191,-1.2793816328048706,0.3809430003166199,1
26.522199630737305,8.859582901000977,8.643957138061523,16.581602096557617,-1.3669791221618652,1.487553596496582,8.309889793395996,4.720421314239502,3.31217885017395,2.468008279800415,3.9305806159973145,-0.4421326816082001,1
61.38918685913086,18.487611770629883,11.020289421081543,15.858290672302246,2.855257987976074,8.277569770812988,14.888823509216309,6.322461128234863,-0.37201184034347534,6.02806282043457,6.01910400390625,-3.356865406036377,1
46.40007019042969,15.545639038085938,0.6293156743049622,13.896974563598633,-10.07730484008789,6.663842678070068,9.468435287475586,6.3632426261901855,0.08519060909748077,-0.5403234362602234,5.83611536026001,-5.739200592041016,1
59.778160095214844,14.390892028808594,25.536287307739258,12.778271675109863,-5.353914737701416,5.222325801849365,17.35000228881836,9.054858207702637,-5.969320297241211,7.654158592224121,5.029441833496094,-3.6375181674957275,1
26.525957107543945,-1.1632331609725952,27.331602096557617,15.818841934204102,-5.7481207847595215,12.053873062133789,13.722996711730957,3.6009154319763184,2.3856616020202637,5.738739967346191,3.637117624282837,0.4031842052936554,1
